Match,Resultat,date,score_home,score_away,played_1,played_X,played_2,odds_1,odds_X,odds_2,home,away,outcome,odds_outcome
Malmö - Örebro,4 - 1,2019-09-28,4 , 1,59,20,21,"2,09","4,20","3,10",IF Malmö Redhawks,Örebro HK,1,"2,09"
Oskarsh. - Luleå,2 - 4,2019-09-28,2 , 4,24,20,56,"4,00","4,00","1,85",IK Oskarshamn,Luleå HF,2,"1,85"
Rögle - Leksand,5 - 3,2019-09-28,5 , 3,58,20,22,"1,84","4,20","3,85",Rögle BK,Leksands IF,1,"1,84"
Frölunda - Färjestad,5 - 2,2019-09-28,5 , 2,59,20,21,"1,90","4,40","3,50",Frölunda HC,Färjestad BK,1,"1,90"
HV71 - Skelleft.,1 - 3,2019-09-28,1 , 3,48,23,29,"2,11","4,15","3,08",HV 71,Skellefteå AIK,2,"3,08"
Linköping - Växjö Lak,3 - 2,2019-09-28,3 , 2,28,21,51,"2,90","4,25","2,18",Linköping HC,Växjö Lakers HC,1,"2,90"
Surahamm. - Kumla,3 - 4,2019-09-28,3 , 4,35,23,42,"2,35","4,80","2,20",Surahamm. , Kumla,2,"2,20"
Kalmar - Tranås,4 - 4,2019-09-28,4 , 4,37,23,40,"2,15","4,40","2,55",Kalmar , Tranås,X,"4,40"
Mora - Almtuna,1 - 1,2019-09-29,1 , 1,55,21,24,"1,96","3,95","3,45",Mora IK,Almtuna IS,X,"3,95"
Vita Häst - Västervik,3 - 2,2019-09-29,3 , 2,44,23,33,"2,25","4,05","2,78",HC Vita Hästen,Västerviks IK,1,"2,25"
BIK Karls - Timrå,2 - 2,2019-09-29,2 , 2,37,25,38,"2,36","4,25","2,55",BIK Karlskoga,Timrå IK,X,"4,25"
Tingsryd - AIK,3 - 1,2019-09-29,3 , 1,48,21,31,"2,63","4,15","2,33",Tingsryds AIF,Skellefteå AIK,1,"2,63"
Köping - Lindlöven,3 - 6,2019-09-29,3 , 6,19,17,64,"2,67","5,00","1,95",Linköping HC, Lindlöven,2,"1,95"
Hudiksval - Väsby,2 - 2,2019-09-29,2 , 2,72,14,14,"1,55","5,20","4,00",Hudiksval , Väsby,X,"5,20"
Sollentun - Enköping,2 - 3,2019-09-29,2 , 3,41,23,36,"2,20","4,75","2,36",Sollentun ,Linköping HC,2,"2,36"
Wings Arl - Vallentun,1 - 4,2019-09-29,1 , 4,41,22,37,"2,40","4,75","2,17",Wings Arl , Vallentun,2,"2,17"
Västerås - Södertäl.,3 - 0,2019-09-30,3 , 0,49,24,27,"1,84","4,35","3,60",Västerås IK,Södertälje SK,1,"1,84"
MODO - Karlskron,5 - 1,2019-09-30,5 , 1,58,22,20,"1,55","4,85","5,00",MODO Hockey,Karlskrona HK,1,"1,55"
Mariestad - Borlänge,4 - 2,2019-09-30,4 , 2,44,24,32,"1,82","4,95","2,97",Mariestad BoIS HC, Borlänge,1,"1,82"
Kazan - Nizjnekam,3 - 2,2019-09-30,3 , 2,78,13,9,"1,38","5,15","6,90",Kazan , Nizjnekam,1,"1,38"
Din Riga - St Peters,0 - 3,2019-09-30,0 , 3,10,16,74,"7,00","5,35","1,36",Din Riga , St Peters,2,"1,36"
Dyn Moskv - Jokerit,1 - 1,2019-09-30,1 , 1,44,25,31,"2,38","3,85","2,62",Dyn Moskv , Jokerit,X,"3,85"
Omsk - Magnitogo,3 - 2,2019-09-30,3 , 2,50,24,26,"2,09","3,95","3,00",Omsk , Magnitogo,1,"2,09"
HPK - Lukko,1 - 2,2019-09-30,1 , 2,36,27,37,"2,43","3,90","2,57",HPK , Lukko,2,"2,57"
Brynäs - Djurgård.,4 - 3,2019-10-01,4 , 3,34,22,44,"2,53","4,20","2,46",Brynäs IF,Djurgårdens IF,1,"2,53"
HV71 - Linköping,5 - 0,2019-10-01,5 , 0,57,20,23,"1,77","4,35","4,10",HV 71,Linköping HC,1,"1,77"
Ambri - Lugano,1 - 2,2019-10-01,1 , 2,48,23,29,"2,42","3,85","2,46",Ambri , Lugano,2,"2,46"
Fribourg - Bern,1 - 3,2019-10-01,1 , 3,42,22,36,"2,72","3,95","2,17",Fribourg , Bern,2,"2,17"
SCL - Davos,0 - 0,2019-10-01,0 , 0,44,22,34,"2,24","4,00","2,60",SCL , Davos,X,"4,00"
ZSC Lions - EHC Biel,5 - 2,2019-10-01,5 , 2,59,20,21,"2,02","3,95","3,00",ZSC Lions , EHC Biel,1,"2,02"
Zug - Servette,5 - 1,2019-10-01,5 , 1,56,20,24,"1,73","5,00","3,30",Zug , Servette,1,"1,73"
Spar Sarp - Lilleham.,1 - 4,2019-10-01,1 , 4,28,22,50,"2,44","4,25","2,21",Spar Sarp , Lilleham.,2,"2,21"
AIK - BIK Karls,1 - 6,2019-10-02,1 , 6,30,21,49,"2,87","4,35","2,12",AIK,BIK Karlskoga,2,"2,12"
Björklöv. - Vita Häst,2 - 1,2019-10-02,2 , 1,67,17,16,"1,60","4,70","4,70",IF Björklöven,HC Vita Hästen,1,"1,60"
Karlskron - Västerås,3 - 3,2019-10-02,3 , 3,26,20,54,"2,90","4,35","2,10",Karlskrona HK,Västerås IK,X,"4,35"
Mora - Kristian.,3 - 2,2019-10-02,3 , 2,53,23,24,"2,01","3,90","3,35",Mora IK,Kristianstads IK,1,"2,01"
Södertäl. - Almtuna,1 - 2,2019-10-02,1 , 2,63,19,18,"1,79","4,35","3,80",Södertälje SK,Almtuna IS,2,"3,80"
Timrå - MODO,3 - 2,2019-10-02,3 , 2,49,23,28,"2,25","4,30","2,70",Timrå IK,MODO Hockey,1,"2,25"
Västervik - Tingsryd,3 - 5,2019-10-02,3 , 5,44,24,32,"2,29","4,20","2,65",Västerviks IK,Tingsryds AIF,2,"2,65"
Huddinge - Hudiksval,2 - 3,2019-10-02,2 , 3,33,25,42,"2,52","4,65","2,10",Huddinge IK, Hudiksval,2,"2,10"
Djurgård. - Färjestad,5 - 5,2019-10-03,5 , 5,49,22,29,"1,98","4,50","3,18",Djurgårdens IF,Färjestad BK,X,"4,50"
Oskarsh. - HV71,2 - 2,2019-10-03,2 , 2,25,20,55,"3,55","4,35","1,90",IK Oskarshamn,HV 71,X,"4,35"
Rögle - Luleå,2 - 2,2019-10-03,2 , 2,43,24,33,"2,02","4,35","3,17",Rögle BK,Luleå HF,X,"4,35"
Skelleft. - Linköping,3 - 1,2019-10-03,3 , 1,73,14,13,"1,61","4,80","4,75",Skellefteå AIK,Linköping HC,1,"1,61"
Växjö Lak - Malmö,1 - 4,2019-10-03,1 , 4,54,20,26,"1,97","4,30","3,35",Växjö Lakers HC,IF Malmö Redhawks,2,"3,35"
Örebro - Brynäs,6 - 1,2019-10-03,6 , 1,36,22,42,"2,43","4,35","2,50",Örebro HK,Brynäs IF,1,"2,43"
Leksand - Frölunda,2 - 4,2019-10-03,2 , 4,22,19,59,"3,20","4,55","1,97",Leksands IF,Frölunda HC,2,"1,97"
Leksands IF - Frölunda,0 - 0,2019-10-03,0 , 0,23,46,31,,,,Leksands IF,Frölunda HC,X,
AIK - Timrå,4 - 3,2019-10-04,4 , 3,19,16,65,"3,20","4,55","1,93",AIK,Timrå IK,1,"3,20"
Almtuna - Karlskron,2 - 4,2019-10-04,2 , 4,37,23,40,"2,19","4,30","2,77",Almtuna IS,Karlskrona HK,2,"2,77"
BIK Karls - Västervik,9 - 1,2019-10-04,9 , 1,72,15,13,"1,65","4,50","4,45",BIK Karlskoga,Västerviks IK,1,"1,65"
Kristian. - Södertäl.,3 - 4,2019-10-04,3 , 4,45,23,32,"2,25","4,20","2,72",Kristianstads IK,Södertälje SK,2,"2,72"
Tingsryd - Björklöv.,0 - 3,2019-10-04,0 , 3,29,23,48,"2,65","4,45","2,23",Tingsryds AIF,IF Björklöven,2,"2,23"
Vita Häst - Mora,1 - 2,2019-10-04,1 , 2,52,20,28,"2,06","4,05","3,12",HC Vita Hästen,Mora IK,2,"3,12"
Västerås - MODO,3 - 1,2019-10-04,3 , 1,42,25,33,"2,41","4,40","2,45",Västerås IK,MODO Hockey,1,"2,41"
Philadel. - Chicago,4 - 3,2019-10-04,4 , 3,43,25,32,"2,30","4,40","2,57",Philadel. , Chicago,1,"2,30"
Brynäs - HV71,1 - 4,2019-10-05,1 , 4,45,23,32,"2,08","4,25","3,07",Brynäs IF,HV 71,2,"3,07"
Färjestad - Oskarsh.,12 - 0,2019-10-05,12 , 0,73,15,12,"1,48","5,40","5,60",Färjestad BK,IK Oskarshamn,1,"1,48"
Leksand - Växjö Lak,1 - 3,2019-10-05,1 , 3,42,20,38,"2,28","4,45","2,65",Leksands IF,Växjö Lakers HC,2,"2,65"
Linköping - Malmö,1 - 1,2019-10-05,1 , 1,31,23,46,"2,82","4,30","2,20",Linköping HC,IF Malmö Redhawks,X,"4,30"
Luleå - Djurgård.,1 - 3,2019-10-05,1 , 3,55,22,23,"2,03","4,25","3,20",Luleå HF,Djurgårdens IF,2,"3,20"
Örebro - Skelleft.,5 - 1,2019-10-05,5 , 1,38,23,39,"2,33","4,30","2,63",Örebro HK,Skellefteå AIK,1,"2,33"
Frölunda - Rögle,1 - 2,2019-10-05,1 , 2,60,20,20,"1,78","4,60","3,85",Frölunda HC,Rögle BK,2,"3,85"
Frölunda - Rögle,0 - 0,2019-10-05,0 , 0,28,52,20,,,,Frölunda HC,Rögle BK,X,
Kristian. - Björklöv.,2 - 1,2019-10-06,2 , 1,19,16,65,"3,32","4,25","1,94",Kristianstads IK,IF Björklöven,1,"3,32"
Wings Arl - Visby/Rom,1 - 2,2019-10-06,1 , 2,35,21,44,"2,85","4,95","1,87",Wings Arl , Visby/Rom,2,"1,87"
Kirun AIF - Piteå,1 - 5,2019-10-06,1 , 5,24,21,55,"3,30","4,70","1,75",Kirun AIF , Piteå,2,"1,75"
Lejon - Örnsköld.,2 - 2,2019-10-06,2 , 2,21,19,60,"3,47","4,75","1,70",Lejon , Örnsköld.,X,"4,75"
HC Sotji - HC Amur,1 - 2,2019-10-06,1 , 2,48,24,28,"2,06","3,45","3,45",HC Sotji , HC Amur,2,"3,45"
Jaroslavl - Omsk,2 - 1,2019-10-06,2 , 1,30,23,47,"2,50","3,85","2,49",Jaroslavl ,IK Oskarshamn,1,"2,50"
Din Minsk - Kazan,2 - 4,2019-10-06,2 , 4,21,21,58,"4,70","4,85","1,55",Din Minsk , Kazan,2,"1,55"
Bremerhav - München,1 - 2,2019-10-06,1 , 2,24,21,55,"2,92","4,85","1,88",Bremerhav , München,2,"1,88"
Din Riga - Vitjaz,1 - 2,2019-10-07,1 , 2,23,18,59,"4,50","4,95","1,57",Din Riga ,HC Vita Hästen,2,"1,57"
St Peters - Sp Moskva,2 - 2,2019-10-07,2 , 2,71,17,12,"1,39","5,05","7,00",St Peters , Sp Moskva,X,"5,05"
Narv Isho - Stavanger,1 - 8,2019-10-07,1 , 8,8,9,83,"24,00","13,60","1,02",Narv Isho , Stavanger,2,"1,02"
Teg - Vännäs,2 - 1,2019-10-07,2 , 1,54,19,27,"1,46","5,25","4,75",Skellefteå AIK, Vännäs,1,"1,46"
Columbus - Buffalo,3 - 3,2019-10-07,3 , 3,36,25,39,"2,33","4,15","2,62",Columbus , Buffalo,X,"4,15"
Columbus - Buffalo,0 - 0,2019-10-07,0 , 0,23,48,29,,,,Columbus , Buffalo,X,
Toronto - St.Louis,2 - 3,2019-10-07,2 , 3,46,23,31,"2,19","4,10","2,85",Toronto , St.Louis,2,"2,85"
Toronto - St.Louis,0 - 0,2019-10-07,0 , 0,34,44,22,,,,Toronto , St.Louis,X,
Skelleft. - Kärpät,2 - 0,2019-10-08,2 , 0,38,25,37,"2,46","3,75","2,46",Skellefteå AIK, Kärpät,1,"2,46"
Djurgård. - Mannheim,6 - 3,2019-10-08,6 , 3,54,21,25,"1,83","4,65","3,12",Djurgårdens IF, Mannheim,1,"1,83"
Frölunda - Card Devi,9 - 2,2019-10-08,9 , 2,85,9,6,"1,23","6,70","8,50",Frölunda HC, Card Devi,1,"1,23"
München - Färjestad,2 - 1,2019-10-08,2 , 1,42,25,33,"2,30","3,95","2,55",München ,Färjestad BK,1,"2,30"
Belf Gian - Luleå,3 - 6,2019-10-08,3 , 6,10,14,76,"5,90","4,75","1,43",Belf Gian ,Luleå HF,2,"1,43"
Augsburge - Liberec,2 - 2,2019-10-08,2 , 2,33,24,43,"2,62","4,05","2,21",Augsburge , Liberec,X,"4,05"
Bans Byst - Ambri,0 - 4,2019-10-08,0 , 4,38,23,39,"2,33","3,80","2,57",Bans Byst , Ambri,2,"2,57"
Karlskron - Kristian.,3 - 3,2019-10-08,3 , 3,51,22,27,"2,12","4,15","2,95",Karlskrona HK,Kristianstads IK,X,"4,15"
Björklöv. - BIK Karls,6 - 3,2019-10-09,6 , 3,44,24,32,"2,03","4,20","3,12",IF Björklöven,BIK Karlskoga,1,"2,03"
MODO - Almtuna,5 - 0,2019-10-09,5 , 0,73,15,12,"1,42","5,45","6,05",MODO Hockey,Almtuna IS,1,"1,42"
Mora - Tingsryd,3 - 1,2019-10-09,3 , 1,53,22,25,"2,14","4,05","2,97",Mora IK,Tingsryds AIF,1,"2,14"
Södertäl. - Vita Häst,0 - 2,2019-10-09,0 , 2,51,22,27,"2,22","4,05","2,82",Södertälje SK,HC Vita Hästen,2,"2,82"
Timrå - Västerås,5 - 2,2019-10-09,5 , 2,59,21,20,"2,08","4,20","3,02",Timrå IK,Västerås IK,1,"2,08"
Västervik - AIK,2 - 3,2019-10-09,2 , 3,34,24,42,"2,50","4,15","2,43",Västerviks IK,Skellefteå AIK,2,"2,43"
Mariestad - Lindlöven,5 - 3,2019-10-09,5 , 3,58,19,23,"1,60","5,25","3,70",Mariestad BoIS HC, Lindlöven,1,"1,60"
Nybro - Tranås,5 - 2,2019-10-09,5 , 2,51,23,26,"1,90","4,45","3,00",Nybro Vikings IF, Tranås,1,"1,90"
Färjestad - Leksand,6 - 4,2019-10-10,6 , 4,69,16,15,"1,63","5,55","4,05",Färjestad BK,Leksands IF,1,"1,63"
Luleå - Brynäs,4 - 0,2019-10-10,4 , 0,57,21,22,"1,82","4,40","3,80",Luleå HF,Brynäs IF,1,"1,82"
Malmö - Skelleft.,0 - 4,2019-10-10,0 , 4,47,23,30,"2,10","4,25","3,05",IF Malmö Redhawks,Skellefteå AIK,2,"3,05"
Oskarsh. - Frölunda,1 - 3,2019-10-10,1 , 3,13,14,73,"4,80","5,80","1,51",IK Oskarshamn,Frölunda HC,2,"1,51"
Rögle - Djurgård.,1 - 1,2019-10-10,1 , 1,44,25,31,"2,09","4,30","3,05",Rögle BK,Djurgårdens IF,X,"4,30"
Örebro - Växjö Lak,4 - 1,2019-10-10,4 , 1,42,23,35,"2,52","4,30","2,44",Örebro HK,Växjö Lakers HC,1,"2,52"
Düsseldor - Ingolstad,1 - 1,2019-10-10,1 , 1,43,26,31,"1,87","4,45","3,10",Düsseldor , Ingolstad,X,"4,45"
Stavanger - Lilleham.,7 - 3,2019-10-10,7 , 3,66,18,16,"1,44","5,60","4,50",Stavanger , Lilleham.,1,"1,44"
AIK - Björklöv.,0 - 2,2019-10-11,0 , 2,29,22,49,"2,82","4,45","2,12",AIK,IF Björklöven,2,"2,12"
Kristian. - MODO,2 - 3,2019-10-11,2 , 3,25,23,52,"3,25","4,75","1,87",Kristianstads IK,MODO Hockey,2,"1,87"
Tingsryd - Södertäl.,3 - 3,2019-10-11,3 , 3,47,25,28,"2,05","4,25","3,03",Tingsryds AIF,Södertälje SK,X,"4,25"
Vita Häst - Karlskron,2 - 3,2019-10-11,2 , 3,43,24,33,"2,08","4,25","3,00",HC Vita Hästen,Karlskrona HK,2,"3,00"
Västerås - Almtuna,2 - 5,2019-10-11,2 , 5,77,13,10,"1,46","5,15","5,75",Västerås IK,Almtuna IS,2,"5,75"
Dalen - Borås HC,2 - 5,2019-10-11,2 , 5,64,20,16,"1,40","5,60","5,20",Dalen ,Borås HC,2,"5,20"
Enköping - Hudiksval,2 - 4,2019-10-11,2 , 4,12,16,72,"5,30","6,25","1,35",Linköping HC, Hudiksval,2,"1,35"
Linden - Surahamm.,2 - 2,2019-10-11,2 , 2,46,23,31,"1,82","5,05","2,95",Linden , Surahamm.,X,"5,05"
Djurgård. - Malmö,4 - 0,2019-10-12,4 , 0,58,22,20,"1,85","4,45","3,65",Djurgårdens IF,IF Malmö Redhawks,1,"1,85"
Frölunda - Luleå,4 - 1,2019-10-12,4 , 1,54,24,22,"1,95","4,20","3,47",Frölunda HC,Luleå HF,1,"1,95"
Växjö Lak - Rögle,1 - 3,2019-10-12,1 , 3,37,24,39,"2,30","4,15","2,73",Växjö Lakers HC,Rögle BK,2,"2,73"
Örebro - Oskarsh.,3 - 2,2019-10-12,3 , 2,73,14,13,"1,50","5,45","5,25",Örebro HK,IK Oskarshamn,1,"1,50"
HV71 - Färjestad,3 - 4,2019-10-12,3 , 4,38,26,36,"2,23","4,35","2,77",HV 71,Färjestad BK,2,"2,77"
Leksand - Linköping,2 - 5,2019-10-12,2 , 5,47,23,30,"1,91","4,50","3,40",Leksands IF,Linköping HC,2,"3,40"
Skelleft. - Brynäs,4 - 1,2019-10-12,4 , 1,62,18,20,"1,84","4,50","3,65",Skellefteå AIK,Brynäs IF,1,"1,84"
BIK Karls - Mora,4 - 1,2019-10-12,4 , 1,58,20,22,"1,82","4,20","3,80",BIK Karlskoga,Mora IK,1,"1,82"
Lindlöven - Grums,4 - 4,2019-10-13,4 , 4,62,18,20,"1,71","4,95","3,35",Lindlöven , Grums,X,"4,95"
Surahamm. - Forshaga,6 - 7,2019-10-13,6 , 7,18,16,66,"4,40","5,80","1,45",Surahamm. , Forshaga,2,"1,45"
Malung - Nyköping,0 - 3,2019-10-13,0 , 3,40,22,38,"2,78","4,95","1,90",Malung ,Nyköpings HK,2,"1,90"
Kumla - Köping,1 - 2,2019-10-13,1 , 2,64,15,21,"1,80","5,05","3,00",Kumla ,Linköping HC,2,"3,00"
Segeltorp - Strömsbro,3 - 6,2019-10-13,3 , 6,35,23,42,"2,43","5,00","2,10",Segeltorp , Strömsbro,2,"2,10"
Väsby - Wings Arl,4 - 7,2019-10-13,4 , 7,62,18,20,"1,43","5,85","4,55",Väsby , Wings Arl,2,"4,55"
Kirun AIF - Teg,2 - 4,2019-10-13,2 , 4,27,20,53,"3,07","4,60","1,85",Kirun AIF , Teg,2,"1,85"
MODO Dam - Linköp. D,2 - 4,2019-10-13,2 , 4,41,23,36,"2,26","4,40","2,27",MODO Dam , Linköp. D,2,"2,27"
Boston - Anaheim,4 - 2,2019-10-14,4 , 2,57,20,23,"1,77","4,40","3,85",Boston , Anaheim,1,"1,77"
N.Jersey - Florida,4 - 6,2019-10-14,4 , 6,37,25,38,"2,52","4,20","2,40",N.Jersey , Florida,2,"2,40"
NY Island - St.Louis,2 - 2,2019-10-14,2 , 2,30,22,48,"2,68","4,15","2,28",NY Island , St.Louis,X,"4,15"
Ottawa - Minnesota,0 - 2,2019-10-14,0 , 2,37,22,41,"2,77","4,35","2,16",Ottawa , Minnesota,2,"2,16"
Buffalo - Dallas,4 - 0,2019-10-14,4 , 0,48,21,31,"2,58","3,95","2,44",Buffalo , Dallas,1,"2,58"
Washingt. - Colorado,3 - 6,2019-10-14,3 , 6,51,23,26,"2,23","4,25","2,72",Washingt. , Colorado,2,"2,72"
Chicago - Edmonton,3 - 1,2019-10-14,3 , 1,35,20,45,"2,16","4,40","2,78",Chicago , Edmonton,1,"2,16"
Skövde - Mariestad,1 - 1,2019-10-14,1 , 1,19,18,63,"4,10","5,50","1,51",Skövde ,Mariestad BoIS HC,X,"5,50"
Luleå - Belf Gian,4 - 0,2019-10-15,4 , 0,89,7,4,"1,12","8,40","13,60",Luleå HF, Belf Gian,1,"1,12"
Färjestad - München,3 - 1,2019-10-15,3 , 1,58,22,20,"1,28","6,45","6,75",Färjestad BK, München,1,"1,28"
Kärpät - Skelleft.,4 - 4,2019-10-15,4 , 4,42,26,32,"1,94","3,95","3,20",Kärpät ,Skellefteå AIK,X,"3,95"
Mannheim - Djurgård.,2 - 1,2019-10-15,2 , 1,40,25,35,"2,10","4,20","2,75",Mannheim ,Djurgårdens IF,1,"2,10"
Card Devi - Frölunda,2 - 9,2019-10-15,2 , 9,8,12,80,"6,75","5,75","1,32",Card Devi ,Frölunda HC,2,"1,32"
Björklöv. - Västervik,3 - 3,2019-10-15,3 , 3,75,14,11,"1,45","4,95","6,15",IF Björklöven,Västerviks IK,X,"4,95"
Omsk - St Peters,3 - 2,2019-10-15,3 , 2,34,28,38,"2,77","3,75","2,30",Omsk , St Peters,1,"2,77"
Vitjaz - Ufa,1 - 2,2019-10-15,1 , 2,43,27,30,"2,60","3,75","2,44",HC Vita Hästen, Ufa,2,"2,44"
Karlskron - Tingsryd,0 - 4,2019-10-16,0 , 4,47,26,27,"2,03","4,15","3,15",Karlskrona HK,Tingsryds AIF,2,"3,15"
MODO - Vita Häst,5 - 1,2019-10-16,5 , 1,66,19,15,"1,49","5,00","5,50",MODO Hockey,HC Vita Hästen,1,"1,49"
Mora - AIK,2 - 2,2019-10-16,2 , 2,46,24,30,"2,13","3,80","3,12",Mora IK,Skellefteå AIK,X,"3,80"
Södertäl. - BIK Karls,3 - 4,2019-10-16,3 , 4,25,22,53,"2,92","4,40","2,08",Södertälje SK,BIK Karlskoga,2,"2,08"
Timrå - Almtuna,2 - 0,2019-10-16,2 , 0,75,13,12,"1,48","5,30","5,30",Timrå IK,Almtuna IS,1,"1,48"
Västerås - Kristian.,6 - 1,2019-10-16,6 , 1,58,22,20,"1,59","4,60","4,90",Västerås IK,Kristianstads IK,1,"1,59"
Troja/Lju - Kall./Rby,4 - 2,2019-10-16,4 , 2,53,24,23,"1,70","4,70","3,55",IF Troja/Ljungby, Kall./Rby,1,"1,70"
Halmstad - Nybro,0 - 1,2019-10-16,0 , 1,22,22,56,"3,90","4,80","1,61",Halmstad ,Nybro Vikings IF,2,"1,61"
Brynäs - Oskarsh.,4 - 1,2019-10-17,4 , 1,61,18,21,"1,54","5,20","5,00",Brynäs IF,IK Oskarshamn,1,"1,54"
Djurgård. - Skelleft.,1 - 3,2019-10-17,1 , 3,53,22,25,"1,88","4,25","3,65",Djurgårdens IF,Skellefteå AIK,2,"3,65"
Frölunda - Växjö Lak,5 - 5,2019-10-17,5 , 5,68,16,16,"1,74","4,50","4,10",Frölunda HC,Växjö Lakers HC,X,"4,50"
Linköping - Örebro,2 - 5,2019-10-17,2 , 5,38,23,39,"2,37","4,15","2,65",Linköping HC,Örebro HK,2,"2,65"
Luleå - Leksand,4 - 3,2019-10-17,4 , 3,75,13,12,"1,55","4,80","5,35",Luleå HF,Leksands IF,1,"1,55"
Malmö - HV71,3 - 3,2019-10-17,3 , 3,40,23,37,"2,34","4,20","2,67",IF Malmö Redhawks,HV 71,X,"4,20"
Färjestad - Rögle,5 - 3,2019-10-17,5 , 3,45,24,31,"2,04","4,25","3,18",Färjestad BK,Rögle BK,1,"2,04"
Färjestad - Rögle,2 - 0,2019-10-17,2 , 0,27,49,24,,,,Färjestad BK,Rögle BK,1,
Almtuna - Tingsryd,5 - 2,2019-10-18,5 , 2,35,23,42,"2,38","4,15","2,57",Almtuna IS,Tingsryds AIF,1,"2,38"
BIK Karls - Västerås,3 - 4,2019-10-18,3 , 4,48,23,29,"2,08","4,25","2,97",BIK Karlskoga,Västerås IK,2,"2,97"
Södertäl. - Björklöv.,1 - 6,2019-10-18,1 , 6,23,19,58,"2,97","4,25","2,09",Södertälje SK,IF Björklöven,2,"2,09"
Vita Häst - Kristian.,2 - 2,2019-10-18,2 , 2,54,24,22,"1,92","4,20","3,40",HC Vita Hästen,Kristianstads IK,X,"4,20"
Västervik - Karlskron,5 - 1,2019-10-18,5 , 1,42,23,35,"2,28","4,10","2,72",Västerviks IK,Karlskrona HK,1,"2,28"
Linden - Nyköping,6 - 2,2019-10-18,6 , 2,25,22,53,"3,65","5,55","1,58",Linden ,Nyköpings HK,1,"3,65"
Strömsbro - Hudiksval,3 - 5,2019-10-18,3 , 5,21,19,60,"3,95","5,45","1,54",Strömsbro , Hudiksval,2,"1,54"
Visby/Rom - Enköping,5 - 3,2019-10-18,5 , 3,77,12,11,"1,35","6,00","5,50",Visby/Rom ,Linköping HC,1,"1,35"
Frölunda - Malmö,4 - 1,2019-10-19,4 , 1,74,14,12,"1,55","4,90","5,25",Frölunda HC,IF Malmö Redhawks,1,"1,55"
Färjestad - Luleå,2 - 3,2019-10-19,2 , 3,59,21,20,"2,00","4,25","3,27",Färjestad BK,Luleå HF,2,"3,27"
Leksand - Djurgård.,0 - 4,2019-10-19,0 , 4,28,22,50,"2,85","4,30","2,18",Leksands IF,Djurgårdens IF,2,"2,18"
Rögle - Skelleft.,3 - 0,2019-10-19,3 , 0,44,24,32,"2,03","4,20","3,23",Rögle BK,Skellefteå AIK,1,"2,03"
Oskarsh. - Linköping,3 - 2,2019-10-19,3 , 2,31,23,46,"2,97","4,15","2,15",IK Oskarshamn,Linköping HC,1,"2,97"
Växjö Lak - Brynäs,4 - 1,2019-10-19,4 , 1,61,18,21,"1,86","4,30","3,70",Växjö Lakers HC,Brynäs IF,1,"1,86"
Örebro - HV71,1 - 3,2019-10-19,1 , 3,46,23,31,"2,14","4,15","3,02",Örebro HK,HV 71,2,"3,02"
Mora - Timrå,1 - 2,2019-10-19,1 , 2,24,22,54,"3,07","4,10","2,08",Mora IK,Timrå IK,2,"2,08"
Västerås - Tingsryd,4 - 5,2019-10-20,4 , 5,67,15,18,"1,82","4,30","3,75",Västerås IK,Tingsryds AIF,2,"3,75"
Almtuna - Björklöv.,1 - 0,2019-10-20,1 , 0,17,16,67,"3,42","4,35","1,89",Almtuna IS,IF Björklöven,1,"3,42"
Bodens HF - Östersund,2 - 1,2019-10-20,2 , 1,49,21,30,"1,73","4,70","3,38",Bodens HF , Östersund,1,"1,73"
Lindlöven - Borlänge,1 - 2,2019-10-20,1 , 2,38,22,40,"2,38","4,85","2,17",Lindlöven , Borlänge,2,"2,17"
Grums - Skövde,4 - 1,2019-10-20,4 , 1,48,22,30,"2,00","4,75","2,67",Grums , Skövde,1,"2,00"
Vallentun - Visby/Rom,2 - 5,2019-10-20,2 , 5,21,18,61,"2,93","4,95","1,84",Vallentun , Visby/Rom,2,"1,84"
Wings Arl - Huddinge,2 - 2,2019-10-20,2 , 2,42,19,39,"2,70","5,05","1,92",Wings Arl ,Huddinge IK,X,"5,05"
NY Ranger - Vancouver,2 - 3,2019-10-20,2 , 3,41,23,36,"2,20","4,35","2,73",NY Ranger , Vancouver,2,"2,73"
Vimmerby - Troja/Lju,1 - 3,2019-10-21,1 , 3,32,22,46,"2,92","4,50","1,95",Vimmerby ,IF Troja/Ljungby,2,"1,95"
CSKA Mosk - T Novgoro,5 - 2,2019-10-21,5 , 2,80,12,8,"1,23","6,40","10,60",CSKA Mosk , T Novgoro,1,"1,23"
Jaroslavl - Tjeljabin,1 - 2,2019-10-21,1 , 2,55,23,22,"1,77","4,20","3,85",Jaroslavl , Tjeljabin,2,"3,85"
Zvezda - Tambov,1 - 1,2019-10-21,1 , 1,67,18,15,"1,60","4,05","4,40",Zvezda , Tambov,X,"4,05"
Philadel. - Vegas,6 - 2,2019-10-21,6 , 2,30,24,46,"2,70","4,05","2,30",Philadel. , Vegas,1,"2,70"
Toronto - Columbus,3 - 3,2019-10-21,3 , 3,56,23,21,"1,85","4,45","3,50",Toronto , Columbus,X,"4,45"
St.Louis - Colorado,3 - 1,2019-10-21,3 , 1,36,26,38,"2,16","4,25","2,82",St.Louis , Colorado,1,"2,16"
Dallas - Ottawa,2 - 1,2019-10-21,2 , 1,51,24,25,"1,80","4,45","3,70",IF Sundsvall Hockey, Ottawa,1,"1,80"
